key,name,category,store_name,url,count,min_price,max_price,avg_price,first_date,last_date,first_price,last_price,delta_cop,delta_pct
https://www.exito.com/whisky-glenfiddich-12-anos-x-750ml-28258/p,Whisky GLENFIDDICH Single Malt Scotch 12 años (750  ml),licores,Éxito,https://www.exito.com/whisky-glenfiddich-12-anos-x-750ml-28258/p,2,220700.00,220700.00,220700.00,2026-04-23,2026-04-23,220700.00,220700.00,0.00,0.0000
https://www.exito.com/whisky-joven-c-macgregor-x-750-ml-573083/p,Whisky CLAN MACGREGOR Blended Scotch  (700  ml),licores,Éxito,https://www.exito.com/whisky-joven-c-macgregor-x-750-ml-573083/p,2,57000.00,57000.00,57000.00,2026-04-23,2026-04-23,57000.00,57000.00,0.00,0.0000
https://www.exito.com/whisky-13-anos-extra-tequila-chivas-regal-700-ml-3079864/p,Whisky CHIVAS REGAL blended extra 13 tequila cask 13 años (700  ml),licores,Éxito,https://www.exito.com/whisky-13-anos-extra-tequila-chivas-regal-700-ml-3079864/p,2,193900.00,193900.00,193900.00,2026-04-23,2026-04-23,193900.00,193900.00,0.00,0.0000
https://www.exito.com/whisky-extra-952331/p,Whisky CHIVAS REGAL blended extra 13 sherry 13 años (700  ml),licores,Éxito,https://www.exito.com/whisky-extra-952331/p,2,135920.00,135920.00,135920.00,2026-04-23,2026-04-23,135920.00,135920.00,0.00,0.0000
https://www.exito.com/whisky-extra-litro-599061/p,Whisky CHIVAS REGAL blended extra 13 sherry 13 años (1000  ml),licores,Éxito,https://www.exito.com/whisky-extra-litro-599061/p,2,214900.00,214900.00,214900.00,2026-04-23,2026-04-23,214900.00,214900.00,0.00,0.0000
https://www.exito.com/whisky-chivas-regal-12-a-os-x-1000-ml-327638/p,Whisky CHIVAS REGAL blended Scotch  12 años (1000  ml),licores,Éxito,https://www.exito.com/whisky-chivas-regal-12-a-os-x-1000-ml-327638/p,2,151920.00,151920.00,151920.00,2026-04-23,2026-04-23,151920.00,151920.00,0.00,0.0000
https://www.exito.com/whisky-scottish-fox-700-ml-3051501/p,Whisky Blended Scottish Fox Scoth  (700  ml),licores,Éxito,https://www.exito.com/whisky-scottish-fox-700-ml-3051501/p,2,77800.00,77800.00,77800.00,2026-04-23,2026-04-23,77800.00,77800.00,0.00,0.0000
https://www.exito.com/whisky-two-souls-buchanan-s-750-ml-3084901/p,Whisky BUCHANAN S two souls  (750  ml),licores,Éxito,https://www.exito.com/whisky-two-souls-buchanan-s-750-ml-3084901/p,2,196200.00,196200.00,196200.00,2026-04-23,2026-04-23,196200.00,196200.00,0.00,0.0000
https://www.exito.com/whisky-buchanans-18-anos-750-ml-573244/p,Whisky BUCHANAN S special reserve 18 años 18 Años (750  ml),licores,Éxito,https://www.exito.com/whisky-buchanans-18-anos-750-ml-573244/p,2,411200.00,411200.00,411200.00,2026-04-23,2026-04-23,411200.00,411200.00,0.00,0.0000
https://www.exito.com/whisky-buchanan-s-pineapple-spirit-drink-750-ml-3241591/p,Whisky BUCHANAN S pineapple spirit drink  (750  ml),licores,Éxito,https://www.exito.com/whisky-buchanan-s-pineapple-spirit-drink-750-ml-3241591/p,2,129400.00,129400.00,129400.00,2026-04-23,2026-04-23,129400.00,129400.00,0.00,0.0000
https://www.exito.com/whisky-master-12-aos-buchanan-s-1000-ml-677837/p,Whisky BUCHANAN S master  (1000  ml),licores,Éxito,https://www.exito.com/whisky-master-12-aos-buchanan-s-1000-ml-677837/p,2,250900.00,250900.00,250900.00,2026-04-23,2026-04-23,250900.00,250900.00,0.00,0.0000
https://www.exito.com/whisky-buchanans-deluxe-750-ml-70474/p,Whisky BUCHANAN S deluxe 12 Años (750  ml),licores,Éxito,https://www.exito.com/whisky-buchanans-deluxe-750-ml-70474/p,2,179900.00,179900.00,179900.00,2026-04-23,2026-04-23,179900.00,179900.00,0.00,0.0000
https://www.exito.com/whisky-buchanans-deluxe-375-ml-224057/p,Whisky BUCHANAN S deluxe 12 Años (375  ml),licores,Éxito,https://www.exito.com/whisky-buchanans-deluxe-375-ml-224057/p,2,99900.00,99900.00,99900.00,2026-04-23,2026-04-23,99900.00,99900.00,0.00,0.0000
https://www.exito.com/whisky-buchanans-deluxe-1000-ml-343446/p,Whisky BUCHANAN S deluxe 12 Años (1000  ml),licores,Éxito,https://www.exito.com/whisky-buchanans-deluxe-1000-ml-343446/p,2,226900.00,226900.00,226900.00,2026-04-23,2026-04-23,226900.00,226900.00,0.00,0.0000
https://www.exito.com/whisky-black-white-black-and-white-1000-ml-126176/p,Whisky BLACK AND WHITE litro 8 Años (1000  ml),licores,Éxito,https://www.exito.com/whisky-black-white-black-and-white-1000-ml-126176/p,2,79800.00,79800.00,79800.00,2026-04-23,2026-04-23,79800.00,79800.00,0.00,0.0000
https://www.exito.com/whisky-black-white-x-700-ml-901192/p,Whisky BLACK AND WHITE botella 8 Años (700  ml),licores,Éxito,https://www.exito.com/whisky-black-white-x-700-ml-901192/p,2,59800.00,59800.00,59800.00,2026-04-23,2026-04-23,59800.00,59800.00,0.00,0.0000
https://www.exito.com/whisky-ballantines-ballent-pack-700-ml-3227978/p,Whisky BALLANTINES finest pack  (700  ml),licores,Éxito,https://www.exito.com/whisky-ballantines-ballent-pack-700-ml-3227978/p,2,71900.00,71900.00,71900.00,2026-04-23,2026-04-23,71900.00,71900.00,0.00,0.0000
https://www.exito.com/whisky-finest-scotch-2413/p,Whisky BALLANTINES finest blended  (700  ml),licores,Éxito,https://www.exito.com/whisky-finest-scotch-2413/p,2,71900.00,71900.00,71900.00,2026-04-23,2026-04-23,71900.00,71900.00,0.00,0.0000
https://www.exito.com/whisky-irish-x-700-ml-901190/p,Whiskey JAMESON triple distilled Irish  (700  ml),licores,Éxito,https://www.exito.com/whisky-irish-x-700-ml-901190/p,2,110415.00,110415.00,110415.00,2026-04-23,2026-04-23,110415.00,110415.00,0.00,0.0000
https://www.exito.com/whiskey-tennessee-apple-jack-daniels-700-ml-3115244/p,Whiskey JACK DANIELS Tennessee Apple  (700  ml),licores,Éxito,https://www.exito.com/whiskey-tennessee-apple-jack-daniels-700-ml-3115244/p,2,130700.00,130700.00,130700.00,2026-04-23,2026-04-23,130700.00,130700.00,0.00,0.0000
https://www.exito.com/whisky-jack-daniels-x-375ml-47208/p,Whiskey JACK DANIELS Old No. 7 Thennessee media  (375  ml),licores,Éxito,https://www.exito.com/whisky-jack-daniels-x-375ml-47208/p,2,68600.00,68600.00,68600.00,2026-04-23,2026-04-23,68600.00,68600.00,0.00,0.0000
https://www.exito.com/licor-vodka-tamarindo-picante-smirnoff-750-ml-3161714/p,Vodka SMIRNOFF sabor a tamarindo picante (750  ml),licores,Éxito,https://www.exito.com/licor-vodka-tamarindo-picante-smirnoff-750-ml-3161714/p,2,50600.00,50600.00,50600.00,2026-04-23,2026-04-23,50600.00,50600.00,0.00,0.0000
https://www.exito.com/licor-de-vodka-sabor-a-lulo-26662/p,Vodka SMIRNOFF lulo saborizado listo para tomar (750  ml),licores,Éxito,https://www.exito.com/licor-de-vodka-sabor-a-lulo-26662/p,2,50100.00,50100.00,50100.00,2026-04-23,2026-04-23,50100.00,50100.00,0.00,0.0000
https://www.exito.com/licor-de-vodka-x1-tetrapack-smirnoff-1000-mililitro-678039/p,Vodka SMIRNOFF lulo saborizado listo para tomar (1000  ml),licores,Éxito,https://www.exito.com/licor-de-vodka-x1-tetrapack-smirnoff-1000-mililitro-678039/p,2,56300.00,56300.00,56300.00,2026-04-23,2026-04-23,56300.00,56300.00,0.00,0.0000
https://www.exito.com/vodka-rabota-700-ml-3143759/p,Vodka RABOTA tapa negra transpartente (700  ml),licores,Éxito,https://www.exito.com/vodka-rabota-700-ml-3143759/p,2,51450.00,51450.00,51450.00,2026-04-23,2026-04-23,51450.00,51450.00,0.00,0.0000
